GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Speed (OBD)(mph),Ratio (RPM/mph),5,4,3,2,1
Thu Jan 11 19:19:04 EST 2018,19:04.7,-85.6399865,38.23395928,16.22,4.5509996,123,324.6,-0.94515991,9.10708618,-0.94995117,-0.04265672,2239.25,36.03952789,62.1331668615263,#N/A,36.03952789,#N/A,,
Thu Jan 11 19:19:05 EST 2018,19:05.7,-85.64008399,38.23408363,16.28,4.5509996,124,327.2,0.03588867,6.9367981,4.94117737,0.07734051,2229.25,35.41815948,62.9408764523413,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:06 EST 2018,19:06.7,-85.6401873,38.23421049,16.3,4.5509996,125,327.8,-1.21076965,9.15016174,1.73001099,0.0522734,2226.75,35.41815948,62.8702911922175,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:07 EST 2018,19:07.7,-85.64029118,38.23433523,16.2,4.5509996,125,327.5,-0.7537384,9.45643616,1.43330383,0.04068462,2223.5,35.41815948,62.7785303540567,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:08 EST 2018,19:08.7,-85.64039172,38.23445846,16.1,4.5509996,126,326.8,-0.29193115,9.0496521,2.93121338,-0.0108667,2221,35.41815948,62.7079450939329,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:09 EST 2018,19:09.7,-85.64048866,38.23458022,16.06,4.5509996,126,327.2,-1.34237671,9.27218628,3.28295898,0.03287882,2215.25,35.41815948,62.5455989956483,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:10 EST 2018,19:10.7,-85.64058915,38.23470796,16.16,4.5509996,127,327.2,-0.25363159,9.73638916,2.13679504,0.0208652,2207.5,35.41815948,62.3267846892647,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:11 EST 2018,19:11.7,-85.64068803,38.23482824,16.01,4.5509996,127,327.3,-0.49771118,9.38703918,4.57746887,0.06534419,2206.25,35.41815948,62.2914920592029,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:12 EST 2018,19:12.7,-85.64078489,38.23495137,16.01,4.5509996,127,327.8,-0.81355286,9.9637146,1.61036682,0.05118626,2201.25,34.79678726,63.2601505291957,#N/A,34.79678726,#N/A,,
Thu Jan 11 19:19:13 EST 2018,19:13.7,-85.64087974,38.23506976,15.91,4.5509996,127,327.5,-1.83769226,9.05683899,3.22073364,0.02827484,2191.25,34.79678726,62.9727676761386,#N/A,34.79678726,#N/A,,
Thu Jan 11 19:19:14 EST 2018,19:14.7,-85.64097807,38.23519402,15.99,4.5509996,128,327.8,-0.43310547,10.37049866,3.75912476,0.05625457,1796.75,34.17541504,52.5743432200319,34.17541504,#N/A,#N/A,,
Thu Jan 11 19:19:15 EST 2018,19:15.7,-85.64107098,38.23530997,15.74,4.5509996,128,328,-0.58384705,8.64048767,5.10150146,0.05771547,1701.5,33.55404282,50.7092396921487,33.55404282,#N/A,#N/A,,
Thu Jan 11 19:19:16 EST 2018,19:16.7,-85.64116552,38.23542695,15.26,4.5509996,128,327.8,0.05981445,8.8127594,1.86878967,-0.06265932,1688.75,32.93267441,51.2788599849398,32.93267441,#N/A,#N/A,,
Thu Jan 11 19:19:17 EST 2018,19:17.7,-85.64125895,38.23553938,15.07,4.5509996,129,327.4,-1.41894531,9.75074768,0.08375549,0.12093145,1703.75,33.55404282,50.7762956952679,33.55404282,#N/A,#N/A,,
Thu Jan 11 19:19:18 EST 2018,19:18.7,-85.64135329,38.23565033,14.98,4.5509996,129,325.2,-1.6295166,9.76989746,4.35733032,0.0045538,1733.5,34.17541504,50.7235975911648,34.17541504,#N/A,#N/A,,
Thu Jan 11 19:19:19 EST 2018,19:19.7,-85.64145191,38.23576605,15.37,4.5509996,129,326.4,0.90927124,8.26002502,1.89271545,0.02916694,1783,34.79678726,51.2403627000822,34.79678726,#N/A,#N/A,,
Thu Jan 11 19:19:20 EST 2018,19:20.7,-85.64155573,38.23588684,15.81,4.5509996,129,327.2,0.3637085,8.72662354,3.11784363,-0.03563756,1736.5,34.17541504,50.811379992534,34.17541504,#N/A,#N/A,,
Thu Jan 11 19:19:21 EST 2018,19:21.7,-85.64164848,38.23600661,15.68,4.5509996,130,327,-0.1651001,9.3966217,3.7543335,0.04148277,1699.5,33.55404282,50.6496343560427,33.55404282,#N/A,#N/A,,
Thu Jan 11 19:19:22 EST 2018,19:22.7,-85.64173894,38.2361237,15.4,4.5509996,130,327.6,0.09809875,8.12841797,-1.91903687,0.01458084,1650.5,32.31130219,51.0811972323051,32.31130219,#N/A,#N/A,,
Thu Jan 11 19:19:23 EST 2018,19:23.7,-85.64182389,38.23623641,14.95,4.5509996,130,328.4,-0.30627441,9.46839905,1.29930115,0.0223548,1612.25,31.68992996,50.8757830022039,31.68992996,#N/A,#N/A,,
Thu Jan 11 19:19:24 EST 2018,19:24.7,-85.6419044,38.23635011,14.6,4.5509996,130,329.5,0.37806702,10.05703735,4.75453186,0.15362805,1579.25,31.06855965,50.8311301776103,31.06855965,#N/A,#N/A,,
Thu Jan 11 19:19:25 EST 2018,19:25.7,-85.64199258,38.23645654,14.18,4.5509996,131,326.4,-0.68434143,8.76730347,3.97447205,0.06277593,1543.75,29.82581711,51.7588502037187,29.82581711,#N/A,#N/A,,
Thu Jan 11 19:19:26 EST 2018,19:26.7,-85.64207983,38.23656299,13.83,4.5509996,131,326.3,0.93798828,9.26979065,3.91226196,0.04065147,1159.75,29.82581711,38.8840981530447,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:27 EST 2018,19:27.7,-85.642151,38.23667529,13.64,4.5509996,131,331,-0.87338257,9.25305176,0.38523865,0.02120954,882.75,29.20444679,30.2265612612893,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:28 EST 2018,19:28.7,-85.64221942,38.23678732,13.79,4.5509996,131,332.8,-1.03848267,9.10469055,3.65144348,0.1087912,731.75,28.58307457,25.6008148531378,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:29 EST 2018,19:29.7,-85.64228667,38.23689273,13.22,4.5509996,130,332.5,-0.51924133,9.88954163,4.91725159,0.05007869,720.25,27.96170425,25.7584442479038,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:30 EST 2018,19:30.7,-85.64235067,38.23699448,12.82,4.5509996,130,332.5,-1.01934814,9.61676025,5.55374146,0.04660602,711.25,26.09758949,27.2534748955468,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:31 EST 2018,19:31.7,-85.64241018,38.23708964,11.84,4.5509996,131,331.8,-0.67956543,9.02333069,2.62252808,0.00617615,730.25,25.47621918,28.6639863961164,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:32 EST 2018,19:32.7,-85.64247791,38.23718217,11.76,4.5509996,131,329.6,-0.82553101,9.33918762,2.46939087,0.07344028,714.25,24.85484695,28.7368496549925,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:33 EST 2018,19:33.7,-85.64254783,38.23726742,11.48,4.5509996,130,328.1,0.44506836,9.07119751,4.00318909,0.039387,722,22.36936378,32.2762867599089,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:34 EST 2018,19:34.7,-85.64260961,38.23734971,10.73,4.5509996,130,328.6,2.35453796,8.54956055,3.39541626,0.02538939,686.75,18.64113617,36.8405656037864,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:35 EST 2018,19:35.7,-85.64265025,38.2374229,9.06,4.5509996,130,334.8,2.93121338,9.27697754,1.53858948,0.10185634,771.25,14.91290855,51.7169402208934,14.91290855,#N/A,#N/A,,
Thu Jan 11 19:19:36 EST 2018,19:36.7,-85.64265727,38.23748853,7.22,4.5509996,129,350.6,3.32362366,9.55215454,2.23249817,0.06479724,787.5,13.67016602,57.6072008816759,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:37 EST 2018,19:37.7,-85.64263385,38.23754499,6.8,4.5509996,129,15.6,1.87358093,9.4516449,3.13220215,0.05287591,1852.25,14.29153728,129.604671891532,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:38 EST 2018,19:38.7,-85.64258179,38.23758983,6.62,4.5509996,129,40.7,0.01196289,8.26481628,1.06001282,0.04900794,1879.25,14.91290855,126.014988538235,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:39 EST 2018,19:39.7,-85.64251792,38.2376225,6.77,4.5509996,129,55.8,-0.38046265,9.13101196,-0.07896423,0.02255578,2157.25,16.77702141,128.58361131459,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:40 EST 2018,19:40.7,-85.64244373,38.23765617,7.41,4.5509996,129,58.7,-0.29431152,10.22932434,2.99819946,0.10602528,2553.75,20.50524902,124.541281966836,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:41 EST 2018,19:41.7,-85.64235644,38.2377009,8.88,4.5509996,128,56.8,-1.16769409,10.24606323,1.76112366,0.04960725,3020.5,24.23347664,124.641628804277,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:42 EST 2018,19:42.7,-85.64225303,38.23775421,10.48,4.5509996,129,57.3,-1.58883667,10.10728455,1.76112366,0.02301157,3465,27.34033203,126.735841986042,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:43 EST 2018,19:43.7,-85.64212928,38.23781688,12.21,4.5509996,128,57.1,0.29193115,8.24327087,1.45722961,0.01968203,3422.25,29.20444679,117.182497056298,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:44 EST 2018,19:44.7,-85.64200126,38.23788656,13.42,4.5509996,128,56.4,0.00479126,10.26281738,4.59422302,0.16519898,2419.75,29.20444679,82.8555328371622,#N/A,#N/A,29.20444679,,
Thu Jan 11 19:19:45 EST 2018,19:45.7,-85.6418752,38.23795444,13.39,4.5509996,128,56.8,-0.18424988,9.57368469,2.28753662,0.07166173,2621,31.68992996,82.7076614971477,#N/A,#N/A,31.68992996,,
Thu Jan 11 19:19:46 EST 2018,19:46.7,-85.64174188,38.23802476,14.01,4.5509996,128,56.6,-1.06480408,9.67897034,2.49571228,0.06160533,2844,34.17541504,83.217716497994,#N/A,#N/A,34.17541504,,
Thu Jan 11 19:19:47 EST 2018,19:47.7,-85.64159399,38.23809871,15.26,4.5509996,128,56.9,-1.06959534,8.98744202,3.43609619,-0.00938782,2974,36.03952789,82.5205038500298,#N/A,#N/A,36.03952789,,
Thu Jan 11 19:19:48 EST 2018,19:48.7,-85.64143222,38.23817771,16.19,4.5509996,128,57.3,-0.65563965,8.94436646,1.72283936,-0.05007797,2355,36.03952789,65.3449181462072,#N/A,#N/A,#N/A,,
Thu Jan 11 19:19:49 EST 2018,19:49.7,-85.64127651,38.23825678,16.38,4.5509996,128,57.9,-2.27078247,9.66221619,1.44526672,0.03902744,2317.75,36.66090012,63.2213064167395,#N/A,36.66090012,#N/A,,
Thu Jan 11 19:19:50 EST 2018,19:50.7,-85.64111863,38.23833629,16.48,4.5509996,128,57.6,0.48095703,6.69511414,0.77288818,-0.01146837,2404.75,38.52501297,62.4204851500664,#N/A,38.52501297,#N/A,,
Thu Jan 11 19:19:51 EST 2018,19:51.7,-85.64094992,38.23841871,17.26,4.5509996,128,57.5,0.93319702,9.81774902,3.37149048,0.01717501,2396.5,37.90364456,63.2261099907275,#N/A,37.90364456,#N/A,,
Thu Jan 11 19:19:52 EST 2018,19:52.7,-85.64077938,38.23850345,17.5,4.5509996,128,57.5,-0.99302673,10.00439453,2.81634521,0.08327979,2329.25,37.28227234,62.4760738497411,#N/A,37.28227234,#N/A,,
Thu Jan 11 19:19:53 EST 2018,19:53.7,-85.64061572,38.23859091,17.07,4.5509996,128,58,0.05981445,9.30090332,3.6275177,0.03828835,2259.25,36.03952789,62.688113087821,#N/A,36.03952789,#N/A,,
Thu Jan 11 19:19:54 EST 2018,19:54.7,-85.64045407,38.2386729,16.61,4.5509996,128,57.5,0.66041565,9.73161316,3.38345337,0.1162361,2208.75,35.41815948,62.3620773193266,#N/A,35.41815948,#N/A,,
Thu Jan 11 19:19:55 EST 2018,19:55.7,-85.64029719,38.23874915,16.16,4.5509996,128,58.8,2.17507935,11.56929016,9.12861633,0.21852267,2145.25,34.17541504,62.7717321790864,#N/A,34.17541504,#N/A,,
Thu Jan 11 19:19:56 EST 2018,19:56.7,-85.64014502,38.23881918,15.74,4.5509996,128,60.1,-0.42591858,8.86302185,0.65324402,-0.07404155,2086,32.93267441,63.341348292278,#N/A,32.93267441,#N/A,,
Thu Jan 11 19:19:57 EST 2018,19:57.7,-85.63999469,38.23888928,15.26,4.5509996,128,59.9,1.86401367,10.32263184,3.96730042,0.04471788,2021.5,31.68992996,63.7899800520733,#N/A,31.68992996,#N/A,,
Thu Jan 11 19:19:58 EST 2018,19:58.7,-85.63984634,38.23895401,14.82,4.5509996,128,60.7,-0.34695435,9.49951172,3.665802,0.05320378,1954.5,31.06855965,62.9092568827857,#N/A,31.06855965,#N/A,,
Thu Jan 11 19:19:59 EST 2018,19:59.7,-85.63969872,38.23901807,14.69,4.5509996,129,61.4,-0.00717163,8.83908081,-0.58145142,-0.01482192,1910.5,30.44718933,62.7479922462846,#N/A,30.44718933,#N/A,,
Thu Jan 11 19:20:00 EST 2018,20:00.7,-85.63955891,38.23907416,13.98,4.5509996,129,62.2,-0.40438843,8.76730347,2.29472351,-0.05626476,1855.5,29.82581711,62.2112042448583,#N/A,29.82581711,#N/A,,
Thu Jan 11 19:20:01 EST 2018,20:01.7,-85.63942594,38.23913124,13.58,4.5509996,129,63.2,-0.86141968,9.38226318,2.78045654,0.08992788,1801.25,28.58307457,63.0180632104057,#N/A,28.58307457,#N/A,,
Thu Jan 11 19:20:02 EST 2018,20:02.7,-85.63929098,38.23918411,13.19,4.5509996,129,63.7,0.55752563,10.66001892,3.43849182,0.01758228,1755.75,27.96170425,62.7912370541577,#N/A,27.96170425,#N/A,,
Thu Jan 11 19:20:03 EST 2018,20:03.8,-85.63916619,38.23923629,12.52,4.5509996,130,61.5,-0.67956543,9.71006775,6.34336853,0.02351233,1717.5,27.34033203,62.8192809844234,#N/A,27.34033203,#N/A,,
Thu Jan 11 19:20:04 EST 2018,20:04.7,-85.639035,38.23928506,12.5,4.5509996,130,64.4,0.68673706,9.79142761,4.96032715,0.06902665,1667.5,26.09758949,63.8947900011588,#N/A,26.09758949,#N/A,,
Thu Jan 11 19:20:05 EST 2018,20:05.7,-85.63890625,38.23933392,12.18,4.5509996,129,64.9,0.76809692,10.15753174,5.55613708,0.01030988,1626,25.47621918,63.8242271552007,#N/A,25.47621918,#N/A,,
Thu Jan 11 19:20:06 EST 2018,20:06.7,-85.63878798,38.23937773,11.91,4.5509996,129,64.7,-1.07676697,8.6811676,2.32104492,-0.03662889,1582.25,24.85484695,63.6596154940314,#N/A,24.85484695,#N/A,,
Thu Jan 11 19:20:07 EST 2018,20:07.7,-85.63866328,38.23942108,11.66,4.5509996,129,65.7,-0.89251709,8.96591187,1.14376831,0.07552327,1548.5,24.23347664,63.8992094697643,#N/A,24.23347664,#N/A,,
Thu Jan 11 19:20:08 EST 2018,20:08.7,-85.63854219,38.23946154,11.26,4.5509996,129,65.3,0.09332275,9.84646606,1.60319519,-0.08870365,1503.25,24.23347664,62.0319577884554,#N/A,24.23347664,#N/A,,
Thu Jan 11 19:20:09 EST 2018,20:09.7,-85.63843168,38.23950312,10.98,4.5509996,129,64.8,-0.83270264,9.7220459,5.04885864,0.02483686,1455,22.9907341,63.2863654405885,#N/A,22.9907341,#N/A,,
Thu Jan 11 19:20:10 EST 2018,20:10.7,-85.63832175,38.23954408,10.6,4.5509996,129,64.9,0.08613586,8.47776794,2.50050354,-0.01018041,1409.75,22.36936378,63.0214615786449,#N/A,22.36936378,#N/A,,
Thu Jan 11 19:20:11 EST 2018,20:11.7,-85.6382153,38.23958483,10.28,4.5509996,129,64.1,-0.66520691,8.25762939,-1.57926941,0.01301942,1359.5,21.74799156,62.511519569488,#N/A,21.74799156,#N/A,,
Thu Jan 11 19:20:12 EST 2018,20:12.7,-85.63811389,38.23962539,10.02,4.5509996,128,63.3,-0.58384705,8.59501648,3.41455078,-0.00227812,950.25,21.12662125,44.9787965976812,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:13 EST 2018,20:13.7,-85.63801591,38.23966758,9.76,4.5509996,128,62.1,-1.55055237,9.15733337,3.68734741,0.04205906,1296.75,21.12662125,61.3799047493219,#N/A,21.12662125,#N/A,,
Thu Jan 11 19:20:14 EST 2018,20:14.7,-85.63791937,38.23971125,9.69,4.5509996,128,61,-0.26560974,9.85842896,3.33560181,0.03469165,982.5,20.50524902,47.9145607566974,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:15 EST 2018,20:15.7,-85.63782047,38.23975457,9.55,4.5509996,128,60.6,-1.03608704,10.32502747,3.54377747,0.05178586,1466.75,19.88387871,73.7657889284117,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:16 EST 2018,20:16.7,-85.63772626,38.23979704,9.38,4.5509996,128,60.1,-1.25862122,9.40139771,2.51486206,-0.05117106,1651.5,19.88387871,83.0572356674771,#N/A,#N/A,19.88387871,,
Thu Jan 11 19:20:17 EST 2018,20:17.7,-85.63764088,38.23983803,9.16,4.5509996,128,58.8,-0.27278137,9.36071777,0.68913269,0.08973995,1738.25,20.50524902,84.7709773387575,#N/A,#N/A,20.50524902,,
Thu Jan 11 19:20:18 EST 2018,20:18.7,-85.63754754,38.23988222,9.38,4.5509996,128,59,-1.76589966,9.32962036,2.01954651,0.01431193,1866.25,22.36936378,83.4288367945706,#N/A,#N/A,22.36936378,,
Thu Jan 11 19:20:19 EST 2018,20:19.7,-85.6374528,38.23992997,9.95,4.5509996,129,59,-0.61973572,8.41795349,3.18963623,-0.05405308,1943.5,22.9907341,84.5340558307792,#N/A,#N/A,22.9907341,,
Thu Jan 11 19:20:20 EST 2018,20:20.7,-85.6373481,38.23997667,10.57,4.5509996,129,59.1,-1.42134094,9.47319031,3.40737915,0.04142851,2027.5,24.23347664,83.6652548917967,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:21 EST 2018,20:21.7,-85.63723887,38.24003055,11.11,4.5509996,129,58.4,-0.05024719,8.53041077,3.65383911,0.0240607,2029.25,24.85484695,81.6440352291125,#N/A,#N/A,24.85484695,,
Thu Jan 11 19:20:22 EST 2018,20:22.7,-85.63712655,38.24008431,11.32,4.5509996,128,58.8,-1.65104675,11.32522583,6.42712402,0.05795858,2002.25,24.23347664,82.623307821011,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:23 EST 2018,20:23.7,-85.63701816,38.24013827,11.21,4.5509996,128,58.4,-0.36849976,9.04248047,2.7086792,0.03068838,2030.25,24.23347664,83.7787342757436,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:24 EST 2018,20:24.7,-85.63690731,38.24018888,11.14,4.5509996,128,58.9,-1.04804993,9.97328186,4.61096191,0.02387132,2031.75,24.23347664,83.8406321215328,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:25 EST 2018,20:25.7,-85.6367984,38.240239,11.18,4.5509996,128,57.8,-0.73937988,9.35832214,3.00059509,0.0384434,2047.75,24.85484695,82.3883568512579,#N/A,#N/A,24.85484695,,
Thu Jan 11 19:20:26 EST 2018,20:26.7,-85.63669759,38.24029977,11.12,4.5509996,128,54.2,-1.31845093,9.74835205,3.16091919,0.05415436,2024.75,24.23347664,83.5517755078497,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:27 EST 2018,20:27.7,-85.63659703,38.24036529,11.12,4.5509996,128,51.2,-1.44047546,9.03529358,4.15632629,-0.02419033,2002.75,23.61210442,84.8187846528251,#N/A,#N/A,23.61210442,,
Thu Jan 11 19:20:28 EST 2018,20:28.7,-85.63650411,38.24043019,10.84,4.5509996,128,48,-0.68673706,9.29611206,4.57029724,-0.02929145,1989.25,23.61210442,84.2470439998164,#N/A,#N/A,23.61210442,,
Thu Jan 11 19:20:29 EST 2018,20:29.7,-85.63642183,38.24049931,10.8,4.5509996,128,45.5,-1.77069092,9.26501465,2.72781372,0.04319412,2002,24.23347664,82.6129915133795,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:30 EST 2018,20:30.7,-85.63635021,38.2405841,10.79,4.5509996,128,39.1,-0.66760254,9.35832214,3.33560181,0.01894752,2048,24.85484695,82.3984152515572,#N/A,#N/A,24.85484695,,
Thu Jan 11 19:20:31 EST 2018,20:31.7,-85.63628019,38.24066556,11.03,4.5509996,127,34.7,-0.36131287,9.03289795,3.89073181,0.04921369,2014.75,24.85484695,81.0606480117553,#N/A,#N/A,24.85484695,,
Thu Jan 11 19:20:32 EST 2018,20:32.7,-85.63621852,38.24075199,11.06,4.5509996,127,31.9,-0.74656677,8.93240356,2.7517395,0.01269694,2026.75,24.23347664,83.634305968902,#N/A,#N/A,24.23347664,,
Thu Jan 11 19:20:33 EST 2018,20:33.7,-85.63615411,38.2408388,11.12,4.5509996,127,30,0.21774292,9.40139771,1.69651794,0.08942655,1941.25,23.61210442,82.2141883446744,#N/A,#N/A,23.61210442,,
Thu Jan 11 19:20:34 EST 2018,20:34.7,-85.63609095,38.24091932,10.88,4.5509996,127,29.9,-0.83270264,8.50888062,2.84028625,0.02040292,1872.75,22.36936378,83.7194127834064,#N/A,#N/A,22.36936378,,
Thu Jan 11 19:20:35 EST 2018,20:35.7,-85.63602194,38.24099837,10.56,4.5509996,127,30.9,0.01914978,8.50648499,3.16331482,-0.0013836,1782.5,21.12662125,84.3722230311674,#N/A,#N/A,21.12662125,,
Thu Jan 11 19:20:36 EST 2018,20:36.7,-85.6359552,38.24107257,9.97,4.5509996,127,34.6,0.2033844,9.25543213,2.95991516,0.04771759,1639.5,19.88387871,82.4537316844255,#N/A,#N/A,19.88387871,,
Thu Jan 11 19:20:37 EST 2018,20:37.7,-85.6358927,38.24113891,9.24,4.5509996,127,36.9,1.28973389,9.07597351,3.30448914,0.04424286,1147.75,17.39839363,65.968733919259,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:38 EST 2018,20:38.7,-85.63582653,38.24119426,8.17,4.5509996,127,41.3,0.550354,9.49232483,3.81893921,0.04664078,835.75,14.91290855,56.0420522393668,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:39 EST 2018,20:39.7,-85.63576556,38.24124031,7.2,4.5509996,127,44.7,0.01435852,9.21237183,3.45762634,0.0349386,720,13.04879475,55.1775097849554,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:40 EST 2018,20:40.7,-85.63571025,38.24127681,6.34,4.5509996,127,48,-0.28713989,9.49951172,4.92204285,0.06840762,723.75,10.56331062,68.5154518347393,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:41 EST 2018,20:41.7,-85.6356633,38.2413055,5.26,4.5509996,128,51.5,0.09571838,8.84387207,3.93141174,0.01730974,722.25,8.69919682,83.0249062004784,#N/A,#N/A,8.69919682,,
Thu Jan 11 19:20:42 EST 2018,20:42.7,-85.63562741,38.24132344,4.17,4.5509996,127,52.6,-0.10528564,8.86540222,3.99601746,0.04144458,724.25,6.83508301,105.960673621724,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:43 EST 2018,20:43.7,-85.63559549,38.24134092,3.42,4.5509996,127,55.1,0.05743408,8.89172363,3.53179932,0.03503923,728.75,4.34959841,167.544203235995,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:44 EST 2018,20:44.7,-85.63557545,38.24135611,2.18,4.5509996,128,58.5,-0.13400269,8.93479919,3.77108765,0.02564882,725,2.48548484,291.693591661577,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:45 EST 2018,20:45.7,-85.63556282,38.2413608,1.34,4.5509996,128,57.8,-0.19381714,9.15493774,3.5509491,0.0303391,719,0.62137121,1157.11830292234,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:46 EST 2018,20:46.7,-85.63555615,38.24136511,0.62,4.5509996,128,57.2,-0.20578003,9.24108887,3.13220215,0.02783849,727.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:47 EST 2018,20:47.7,-85.63555821,38.24136599,0.27,4.5509996,126,57.4,-0.26081848,9.43968201,2.90489197,0.03161036,729.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:48 EST 2018,20:48.7,-85.63555926,38.24136735,0,4.5509996,127,0,-0.11485291,9.29850769,3.17288208,0.02852815,706,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:49 EST 2018,20:49.7,-85.63555141,38.24137001,0,4.5509996,127,0,-0.72741699,9.62632751,2.61056519,0.02980727,708.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:50 EST 2018,20:50.7,-85.63554563,38.24137028,0,4.5509996,127,0,-0.31825256,9.57368469,2.82113647,0.03027193,717.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:51 EST 2018,20:51.7,-85.63553703,38.24137031,0,4.5509996,127,0,-0.75613403,9.62872314,2.90010071,0.03252047,725,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:52 EST 2018,20:52.7,-85.63553353,38.24136775,0,4.5509996,126,0,-0.78723145,9.60240173,2.91925049,0.03142378,722.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:53 EST 2018,20:53.7,-85.63553383,38.24136559,0,4.5509996,126,0,-0.49771118,9.61914062,2.84266663,0.02981674,713.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:54 EST 2018,20:54.7,-85.63553271,38.2413651,0,4.5509996,126,0,-0.65084839,9.68614197,2.85702515,0.02984415,709.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:55 EST 2018,20:55.7,-85.63553102,38.24136159,0,4.5509996,126,0,-0.20578003,9.50428772,2.8737793,0.02899091,723.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:56 EST 2018,20:56.7,-85.63552976,38.24136064,0,4.5509996,126,0,-0.20100403,9.5282135,2.92881775,0.03112398,722.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:57 EST 2018,20:57.7,-85.63552951,38.24135901,0,4.5509996,126,0,-0.31825256,9.38226318,2.87617493,0.02946914,715,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:58 EST 2018,20:58.7,-85.63553147,38.24135747,0,4.5509996,126,0,-0.17945862,9.53060913,2.90249634,0.02879047,724.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:20:59 EST 2018,20:59.7,-85.6355324,38.24135613,0,4.5509996,126,0,-0.15553284,9.52104187,2.77568054,0.03028631,710.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:21:00 EST 2018,21:00.7,-85.63553275,38.24135638,0,4.5509996,126,0,-0.36610413,9.38464355,2.79241943,0.03045766,715.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:21:01 EST 2018,21:01.7,-85.63553329,38.24135668,0,4.5509996,126,0,-0.61016846,9.53300476,2.74456787,0.02816772,726.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:21:02 EST 2018,21:02.7,-85.63553359,38.24135668,0,4.5509996,126,0,-0.18902588,9.47796631,2.62492371,0.02874235,722.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:21:03 EST 2018,21:03.7,-85.63553379,38.24135671,0,4.5509996,126,0,-0.59580994,9.32962036,3.03887939,0.03108405,717.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
