GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Engine RPM(rpm),Speed (OBD)(mph),Ratio (RPM/mph),5,4,3,2,1
Thu Jan 11 19:10:43 EST 2018,10:42.7,-85.66227635,38.20014243,12.44,4.5509996,112,331.6,-0.56471252,8.90608215,3.19441223,0.04255415,1320.75,25.47621918,51.8424649540168,25.47621918,#N/A,#N/A,,
Thu Jan 11 19:10:44 EST 2018,10:43.7,-85.66233675,38.20023272,11.36,4.5509996,112,332,0.32302856,9.10948181,2.65124512,0.03188252,865.75,23.61210442,36.6655163216494,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:45 EST 2018,10:44.7,-85.6623909,38.20031663,10.35,4.5509996,112,331.4,-0.10049438,9.47558594,3.665802,0.03587344,718.5,22.36936378,32.1198227659204,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:46 EST 2018,10:45.7,-85.66244487,38.20039686,9.97,4.5509996,112,331.1,-0.21296692,9.45404053,3.96969604,0.03253355,715,20.50524902,34.8691205506755,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:47 EST 2018,10:46.7,-85.66249654,38.20046971,9.13,4.5509996,112,330.8,0.03588867,9.54736328,4.02711487,0.03386959,721,18.64113617,38.6778999640771,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:48 EST 2018,10:47.7,-85.66254281,38.20053615,8.38,4.5509996,112,331.1,0.0382843,8.99461365,4.31425476,0.05819452,726.25,16.77702141,43.2883753469562,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:49 EST 2018,10:48.7,-85.66258694,38.20059301,7.55,4.5509996,111,330.9,-0.50248718,9.36550903,3.56770325,0.02749697,721.25,15.53427982,46.4295743579569,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:50 EST 2018,10:49.7,-85.66262068,38.20064922,7.03,4.5509996,112,331,-0.22253418,9.42294312,3.19680786,0.05311801,723.5,14.91290855,48.5150162072173,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:51 EST 2018,10:50.7,-85.66265739,38.20070352,6.94,4.5509996,112,330.8,-0.09332275,9.23390198,3.91465759,0.03612534,730,14.91290855,48.950880209079,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:52 EST 2018,10:51.7,-85.66269624,38.20075639,6.68,4.5509996,112,331.3,0.21296692,9.60957336,2.95991516,0.03165575,1592.5,14.29153728,111.429580233373,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:53 EST 2018,10:52.7,-85.66273143,38.20080673,6.55,4.5509996,112,331.1,-1.30886841,9.01376343,0.47138977,0.05554128,1384.75,14.91290855,92.8557963966057,#N/A,#N/A,#N/A,,
Thu Jan 11 19:10:54 EST 2018,10:53.7,-85.66277634,38.20086531,7.32,4.5509996,111,330.4,-0.19381714,9.44447327,1.50030518,0.02727494,1456.25,17.39839363,83.7002559528825,#N/A,#N/A,17.39839363,,
Thu Jan 11 19:10:55 EST 2018,10:54.7,-85.66281953,38.20093221,8.34,4.5509996,111,331.5,-1.06240845,9.38226318,-0.46420288,0.03395588,1660.75,19.88387871,83.5224366544127,#N/A,#N/A,19.88387871,,
Thu Jan 11 19:10:56 EST 2018,10:55.7,-85.66287101,38.20100686,9.43,4.5509996,112,331.1,-1.29930115,9.32722473,0.42352295,0.03033646,1873.25,22.36936378,83.7417647825476,#N/A,#N/A,22.36936378,,
Thu Jan 11 19:10:57 EST 2018,10:56.7,-85.66293629,38.20109014,10.8,4.5509996,112,331.2,-0.55752563,10.08575439,1.0408783,0.039202,2086.75,24.85484695,83.9574672979429,#N/A,#N/A,24.85484695,,
Thu Jan 11 19:10:58 EST 2018,10:57.7,-85.66300166,38.20118271,11.8,4.5509996,112,330.2,-1.19880676,9.64546204,2.84266663,0.10448536,2259.5,26.71896172,84.565411773044,#N/A,#N/A,26.71896172,,
Thu Jan 11 19:10:59 EST 2018,10:58.7,-85.66307369,38.20128147,12.56,4.5509996,112,330.1,-0.41156006,10.15036011,4.63728333,0.01512113,2162.5,27.34033203,79.095601239485,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:00 EST 2018,10:59.7,-85.6631495,38.20138118,12.49,4.5509996,112,329.5,1.04804993,9.93739319,3.15852356,0.06228122,1713.75,27.34033203,62.682120982274,#N/A,27.34033203,#N/A,,
Thu Jan 11 19:11:01 EST 2018,11:00.7,-85.66322178,38.20147633,12.32,4.5509996,113,329.7,-1.45722961,9.08555603,1.36390686,0.04224585,1733.5,27.96170425,61.9955058712131,#N/A,27.96170425,#N/A,,
Thu Jan 11 19:11:02 EST 2018,11:01.7,-85.66329709,38.20157707,12.76,4.5509996,113,329.5,-0.47616577,11.77748108,5.68774414,0.01523881,1809,28.58307457,63.2892026912555,#N/A,28.58307457,#N/A,,
Thu Jan 11 19:11:03 EST 2018,11:02.7,-85.6633718,38.20167926,13.21,4.5509996,114,329,0.44984436,9.86799622,3.30448914,0.05860685,1869.25,29.82581711,62.6722142466728,#N/A,29.82581711,#N/A,,
Thu Jan 11 19:11:04 EST 2018,11:03.7,-85.66344581,38.20178519,13.3,4.5509996,115,330.2,-1.17248535,10.76530457,2.60339355,0.02472754,1907.75,30.44718933,62.6576719224546,#N/A,30.44718933,#N/A,,
Thu Jan 11 19:11:05 EST 2018,11:04.7,-85.66353658,38.20189446,13.97,4.5509996,115,328,-0.59820557,9.37507629,1.7946167,0.04091881,1965,31.06855965,63.2472191223709,#N/A,31.06855965,#N/A,,
Thu Jan 11 19:11:06 EST 2018,11:05.7,-85.66361707,38.20199878,13.65,4.5509996,115,328.6,-0.66281128,9.51864624,2.11286926,-0.03509639,2012.25,31.68992996,63.498089220769,#N/A,31.68992996,#N/A,,
Thu Jan 11 19:11:07 EST 2018,11:06.7,-85.66372041,38.20211633,14.72,4.5509996,115,327.1,-0.47616577,9.57128906,1.58164978,0.02379437,2060.25,32.93267441,62.5594500571264,#N/A,32.93267441,#N/A,,
Thu Jan 11 19:11:08 EST 2018,11:07.7,-85.6638192,38.20222925,15.1,4.5509996,115,327.3,-0.37806702,9.55693054,1.6678009,0.04608537,2100.75,33.55404282,62.6079549123017,#N/A,33.55404282,#N/A,,
Thu Jan 11 19:11:09 EST 2018,11:08.7,-85.66390418,38.2023398,14.75,4.5509996,116,327.3,0.56231689,10.44706726,4.83828735,0.09273431,2152.75,34.17541504,62.9911881825093,#N/A,34.17541504,#N/A,,
Thu Jan 11 19:11:10 EST 2018,11:09.7,-85.66399706,38.20246165,15.74,4.5509996,115,327.8,-0.33738708,9.57608032,3.2255249,0.008013,2196.5,34.79678726,63.1236436739936,#N/A,34.79678726,#N/A,,
Thu Jan 11 19:11:11 EST 2018,11:10.7,-85.66408525,38.20258437,15.24,4.5509996,115,329.3,-1.37109375,10.02592468,2.91445923,0.06022841,2243.5,36.03952789,62.2510929346139,#N/A,36.03952789,#N/A,,
Thu Jan 11 19:11:12 EST 2018,11:11.7,-85.66419074,38.20271327,16.37,4.5509996,116,327.3,-1.76829529,11.49511719,5.61355591,0.09570166,2291,36.03952789,63.569090222064,#N/A,36.03952789,#N/A,,
Thu Jan 11 19:11:13 EST 2018,11:12.7,-85.66430164,38.20283937,16.75,4.5509996,116,327,-0.09332275,8.61416626,1.18205261,0.02438921,2318.5,36.66090012,63.2417641795752,#N/A,36.66090012,#N/A,,
Thu Jan 11 19:11:14 EST 2018,11:13.7,-85.66440407,38.20296138,16.76,4.5509996,116,326.4,-0.83270264,8.78883362,1.80178833,-0.03905736,1190,36.66090012,32.4596503660533,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:15 EST 2018,11:14.7,-85.66451216,38.20308717,16.61,4.5509996,116,326.9,-0.40917969,8.39163208,1.79940796,0.00837363,1553.25,36.03952789,43.0985112996163,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:16 EST 2018,11:15.7,-85.66461384,38.20321041,16.39,4.5509996,116,326.6,0.75613403,9.21954346,2.92642212,0.03949001,1750.25,36.03952789,48.5647316286196,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:17 EST 2018,11:16.7,-85.66471596,38.20333414,16.2,4.5509996,116,327.4,-0.26560974,10.70069885,6.18066406,0.069215,1733.5,35.41815948,48.9438193698031,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:18 EST 2018,11:17.7,-85.66482694,38.20345177,16.1,4.5509996,116,324.5,0.04547119,8.21694946,3.92182922,0.05328405,1790,34.79678726,51.4415306972222,34.79678726,#N/A,#N/A,,
Thu Jan 11 19:11:19 EST 2018,11:18.7,-85.66491327,38.20357149,15.85,4.5509996,115,327.3,-0.66281128,8.45384216,1.30409241,0.03308837,1794,34.79678726,51.556483838445,34.79678726,#N/A,#N/A,,
Thu Jan 11 19:11:20 EST 2018,11:19.7,-85.66501436,38.20369101,16.13,4.5509996,115,327.1,-1.23469543,9.64068604,0.94038391,0.05617622,1819.75,36.03952789,50.4931697649938,36.03952789,#N/A,#N/A,,
Thu Jan 11 19:11:21 EST 2018,11:20.7,-85.66511586,38.20381722,16.51,4.5509996,114,327.2,-1.89990234,11.2845459,3.85722351,0.09531072,1861.5,36.66090012,50.7761673583262,36.66090012,#N/A,#N/A,,
Thu Jan 11 19:11:22 EST 2018,11:21.7,-85.66521824,38.20394599,16.58,4.5509996,115,326.8,-0.92602539,8.82234192,1.43807983,0.05594933,1896.25,37.28227234,50.8619749007498,37.28227234,#N/A,#N/A,,
Thu Jan 11 19:11:23 EST 2018,11:22.7,-85.66531986,38.20407825,17.02,4.5509996,115,327,-0.37088013,9.64785767,3.79740906,0.0318346,1921.75,37.90364456,50.7009292195621,37.90364456,#N/A,#N/A,,
Thu Jan 11 19:11:24 EST 2018,11:23.7,-85.66542747,38.20420657,17.34,4.5509996,115,327,-0.57905579,8.98744202,2.44306946,0.01673988,1963.75,37.90364456,51.8090020839938,37.90364456,#N/A,#N/A,,
Thu Jan 11 19:11:25 EST 2018,11:24.7,-85.66553529,38.20434626,17.7,4.5509996,115,327.5,-1.39022827,8.79841614,1.01455688,0.03726506,1985.75,39.14638519,50.7262673261403,39.14638519,#N/A,#N/A,,
Thu Jan 11 19:11:26 EST 2018,11:25.7,-85.66564866,38.20447906,17.87,4.5509996,115,327.2,-0.50488281,9.22673035,1.95254517,0.04187909,2014.75,39.76775742,50.6629020772175,39.76775742,#N/A,#N/A,,
Thu Jan 11 19:11:27 EST 2018,11:26.7,-85.66574885,38.20460269,16.7,4.5509996,115,327.6,-0.70828247,8.9228363,2.12960815,-0.04310447,2047.75,40.38912582,50.7005278877809,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:28 EST 2018,11:27.7,-85.66586669,38.20475102,18.39,4.5509996,115,327,-2.01954651,8.71226501,1.85682678,0.01392153,2067.25,40.38912582,51.1833311078086,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:29 EST 2018,11:28.7,-85.66598029,38.20489157,18.66,4.5509996,116,327.3,-1.27058411,9.6000061,2.38803101,0.04132507,2099.25,41.01049805,51.1881127959137,41.01049805,#N/A,#N/A,,
Thu Jan 11 19:11:30 EST 2018,11:29.7,-85.66610018,38.20503632,18.93,4.5509996,116,327.2,0.51924133,9.86322021,4.8717804,0.05872267,2132.25,41.63187027,51.2167718185965,41.63187027,#N/A,#N/A,,
Thu Jan 11 19:11:31 EST 2018,11:30.7,-85.66621698,38.20518572,19.18,4.5509996,116,327.1,1.06001282,10.11685181,5.77627563,0.21144122,2116.25,41.63187027,50.8324508669737,41.63187027,#N/A,#N/A,,
Thu Jan 11 19:11:32 EST 2018,11:31.7,-85.66633464,38.20533258,19,4.5509996,116,327.1,-1.33758545,9.54975891,3.4289093,-0.0088014,2086.5,41.01049805,50.8772167910797,41.01049805,#N/A,#N/A,,
Thu Jan 11 19:11:33 EST 2018,11:32.7,-85.66644813,38.20547671,18.61,4.5509996,116,327.2,-0.550354,9.78665161,4.36929321,0.06421565,2050.75,40.38912582,50.7748053062467,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:34 EST 2018,11:33.7,-85.66656892,38.2056129,18.58,4.5509996,117,326.2,-1.64865112,10.15992737,4.33340454,0.03221687,2049.5,40.38912582,50.7438563818859,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:35 EST 2018,11:34.7,-85.66667612,38.2057511,18.27,4.5509996,117,327.4,-2.20379639,11.05484009,3.95294189,0.23667318,2032.75,39.76775742,51.1155300645062,39.76775742,#N/A,#N/A,,
Thu Jan 11 19:11:36 EST 2018,11:35.7,-85.66679265,38.20588648,18.11,4.5509996,116,327.2,-0.18902588,9.54496765,2.66320801,0.04379562,2039.25,40.38912582,50.4900752021278,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:37 EST 2018,11:36.7,-85.66690666,38.20602582,18.21,4.5509996,116,326.9,-0.90209961,9.56651306,3.06999207,0.03692495,2050.5,40.38912582,50.7686155213745,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:38 EST 2018,11:37.7,-85.6670184,38.20616804,18.35,4.5509996,117,327,-0.82791138,8.45384216,1.73240662,0.07099058,2076.25,40.38912582,51.406163363206,40.38912582,#N/A,#N/A,,
Thu Jan 11 19:11:39 EST 2018,11:38.7,-85.66713649,38.20630517,18.65,4.5509996,116,327,-0.33499146,9.48754883,2.56271362,0.02137262,2110.25,41.01049805,51.4563368000843,41.01049805,#N/A,#N/A,,
Thu Jan 11 19:11:40 EST 2018,11:39.7,-85.6672519,38.20644811,18.97,4.5509996,115,327.1,-0.14117432,9.79621887,2.43829346,0.05069642,2143.75,41.63187027,51.4930025025753,41.63187027,#N/A,#N/A,,
Thu Jan 11 19:11:41 EST 2018,11:40.7,-85.66736631,38.20659474,19.25,4.5509996,115,327.3,-0.09571838,8.25045776,1.84008789,0.01267986,2180.25,42.8746109,50.851773444316,42.8746109,#N/A,#N/A,,
Thu Jan 11 19:11:42 EST 2018,11:41.7,-85.66748631,38.20674612,19.5,4.5509996,116,327.2,-1.28973389,9.61914062,4.49133301,0.04574764,2211,43.49598312,50.8322801648172,43.49598312,#N/A,#N/A,,
Thu Jan 11 19:11:43 EST 2018,11:42.7,-85.66761022,38.20690012,19.86,4.5509996,115,327.8,0.21774292,9.20040894,2.96470642,0.00459975,2243.75,44.11735535,50.8586696142474,44.11735535,#N/A,#N/A,,
Thu Jan 11 19:11:44 EST 2018,11:43.7,-85.66773344,38.20705045,19.8,4.5509996,115,327.3,-0.60777283,9.44926453,3.44326782,0.03873948,2262,44.73872757,50.5602220461184,44.73872757,#N/A,#N/A,,
Thu Jan 11 19:11:45 EST 2018,11:44.7,-85.66785039,38.20720892,20.23,4.5509996,115,329.1,-2.53878784,9.09751892,3.58683777,0.05337694,2234.75,43.49598312,51.3783075976143,43.49598312,#N/A,#N/A,,
Thu Jan 11 19:11:46 EST 2018,11:45.7,-85.66796329,38.20736127,19.65,4.5509996,115,329.7,-0.99780273,8.884552,3.34037781,0.0568561,2147.25,41.63187027,51.5770727107428,41.63187027,#N/A,#N/A,,
Thu Jan 11 19:11:47 EST 2018,11:46.7,-85.66806718,38.20750528,18.52,4.5509996,115,329.2,-2.17507935,9.2865448,4.63490295,0.09997815,1967.25,39.14638519,50.2536821842375,39.14638519,#N/A,#N/A,,
Thu Jan 11 19:11:48 EST 2018,11:47.7,-85.6681652,38.20763955,17.05,4.5509996,115,328.1,-1.09112549,11.17926025,4.5032959,0.06522838,1786,36.03952789,49.5566980081214,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:49 EST 2018,11:48.7,-85.66826178,38.20775093,15.38,4.5509996,115,326.8,-0.82553101,9.39422607,4.60858154,0.03327816,1589.25,31.06855965,51.1529989772152,31.06855965,#N/A,#N/A,,
Thu Jan 11 19:11:50 EST 2018,11:49.7,-85.6683437,38.207854,13.59,4.5509996,115,326.2,0.21534729,9.09033203,5.04885864,0.06304678,1390.75,26.71896172,52.05104953457,26.71896172,#N/A,#N/A,,
Thu Jan 11 19:11:51 EST 2018,11:50.7,-85.66841382,38.20794432,11.8,4.5509996,115,326.9,-0.53359985,8.53759766,3.65144348,-0.03288728,1186.5,24.23347664,48.9611960192931,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:52 EST 2018,11:51.7,-85.66847223,38.20801715,9.93,4.5509996,114,326.1,1.03131104,8.09013367,1.97407532,0.02377601,1030,19.26250648,53.4717535887365,19.26250648,#N/A,#N/A,,
Thu Jan 11 19:11:53 EST 2018,11:52.7,-85.66851722,38.20807489,8.19,4.5509996,114,326.4,-0.85423279,9.16212463,4.4697876,0.02679165,802.5,16.15565109,49.6730212561183,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:54 EST 2018,11:53.7,-85.6685671,38.20812604,6.64,4.5509996,114,326.3,-0.38523865,8.93000793,3.115448,0.01233666,725.75,12.42742348,58.3990721140212,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:55 EST 2018,11:54.7,-85.66861532,38.20816899,6.7,4.5509996,114,322.6,-0.33978271,8.73141479,3.72801208,-0.0125944,716.25,10.56331062,67.805447152514,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:56 EST 2018,11:55.7,-85.66864205,38.20818953,4.63,4.5509996,114,327.7,-0.20817566,8.64048767,3.3523407,0.03229642,712,8.69919682,81.8466365036215,#N/A,#N/A,8.69919682,,
Thu Jan 11 19:11:57 EST 2018,11:56.7,-85.66866079,38.20821887,3.68,4.5509996,114,327.3,-0.34934998,9.07119751,3.86680603,0.03615282,715,6.83508301,104.607361601012,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:58 EST 2018,11:57.7,-85.66867791,38.20824234,2.64,4.5509996,114,326.8,-0.48335266,9.16212463,3.61555481,0.03101933,719.5,4.97096968,144.740371862417,#N/A,#N/A,#N/A,,
Thu Jan 11 19:11:59 EST 2018,11:58.7,-85.66868745,38.20825518,2.09,4.5509996,114,326,-0.6006012,9.32243347,3.71365356,0.04375488,731.5,3.72822714,196.205856706467,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:00 EST 2018,11:59.7,-85.66869988,38.20826815,1.74,4.5509996,114,325.9,-0.55992126,9.09989929,3.01974487,0.03215415,735.5,3.10685587,236.734509348192,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:01 EST 2018,12:00.7,-85.66870927,38.20827964,1.53,4.5509996,114,326.7,-0.57667542,9.04248047,3.0269165,0.02569869,718,2.48548484,288.877239742086,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:02 EST 2018,12:01.7,-85.66871868,38.20828862,1.04,4.5509996,114,326.7,-0.279953,9.14057922,4.03907776,0.03166701,709.5,1.24274242,570.914767679694,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:03 EST 2018,12:02.7,-85.6687237,38.20829279,0.54,4.5509996,114,326.7,-0.50727844,9.30090332,2.76132202,0.00935692,722.75,0.62137121,1163.15334274982,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:04 EST 2018,12:03.7,-85.66872895,38.20829833,0.27,4.5509996,114,326.7,-0.4737854,9.26501465,2.74217224,0.02819899,729.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:05 EST 2018,12:04.7,-85.66873003,38.20829893,0,4.5509996,114,0,-0.61973572,9.29850769,3.03649902,0.02869492,717.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:06 EST 2018,12:05.7,-85.66872768,38.20830148,0,4.5509996,114,0,-0.66998291,9.34397888,3.82852173,0.03196833,713.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:07 EST 2018,12:06.7,-85.66872686,38.20830509,0,4.5509996,114,0,-0.42114258,9.31526184,2.82113647,0.01208764,722.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:08 EST 2018,12:07.7,-85.66873087,38.20830928,0.46,4.5509996,114,326.8,-0.36849976,9.32962036,2.80438232,0.02892476,725.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:09 EST 2018,12:08.7,-85.66873219,38.2083132,0,4.5509996,114,0,-0.64128113,9.37986755,2.87617493,0.02864371,717.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:10 EST 2018,12:09.7,-85.66873154,38.20831581,0,4.5509996,114,0,-0.49052429,9.39900208,2.79481506,0.03031969,714.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:11 EST 2018,12:10.7,-85.66873321,38.20832276,0,4.5509996,114,0,-0.47138977,9.32962036,2.99102783,0.01886576,728.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:12 EST 2018,12:11.7,-85.66873511,38.20832563,0,4.5509996,114,0,-0.79920959,9.30807495,3.33081055,0.02820452,725.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:13 EST 2018,12:12.7,-85.66873535,38.20832643,0,4.5509996,114,0,-0.79202271,9.33918762,3.52702332,0.02934855,725.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:14 EST 2018,12:13.7,-85.66873403,38.20832633,0,4.5509996,114,0,-0.35174561,9.30090332,3.0771637,0.02604748,709.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:15 EST 2018,12:14.7,-85.66873355,38.20832511,0,4.5509996,114,0,-0.8039856,9.43728638,3.50787354,0.04858154,732.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:16 EST 2018,12:15.7,-85.66873311,38.20832387,0,4.5509996,113,0,-0.64605713,9.42771912,3.49113464,0.03123976,716.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:17 EST 2018,12:16.7,-85.66873207,38.20832312,0,4.5509996,113,0,-0.6053772,9.35354614,3.70648193,0.03004272,723,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:18 EST 2018,12:17.7,-85.66873119,38.20832244,0,4.5509996,113,0,-0.39002991,9.18125916,3.56051636,0.02842394,729.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:19 EST 2018,12:18.7,-85.66873112,38.20832256,0,4.5509996,113,0,-0.82553101,9.39422607,3.09152222,0.03064495,723,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:20 EST 2018,12:19.7,-85.66873065,38.20832276,0,4.5509996,113,0,-0.70349121,9.31286621,3.67298889,0.03074982,718.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:21 EST 2018,12:20.7,-85.66873059,38.20832292,0,4.5509996,113,0,-0.1986084,9.0831604,3.54138184,0.0295521,706.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:22 EST 2018,12:21.7,-85.66873052,38.20832307,0,4.5509996,113,0,-0.2368927,9.1262207,3.62034607,0.03107078,711.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:23 EST 2018,12:22.7,-85.66873037,38.20832301,0,4.5509996,113,0,-0.61256409,9.33918762,3.19920349,0.02724999,719,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:24 EST 2018,12:23.7,-85.66872874,38.20832205,0,4.5509996,113,0,-0.80158997,9.54736328,2.93598938,0.03208981,715.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:25 EST 2018,12:24.7,-85.66872505,38.20832261,0,4.5509996,113,0,-0.83987427,9.67657471,3.04127502,0.03054399,725.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:26 EST 2018,12:25.7,-85.66872244,38.20832035,0,4.5509996,112,0,-0.45703125,9.23150635,3.23988342,0.02985888,707.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:27 EST 2018,12:26.7,-85.66872208,38.20831632,0,4.5509996,110,0,-0.8374939,9.67178345,2.86660767,0.05084127,712.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:28 EST 2018,12:27.7,-85.66872171,38.20831462,0,4.5509996,109,0,-0.48812866,9.60717773,2.49571228,0.03007525,721.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:29 EST 2018,12:28.7,-85.66872308,38.20831325,0,4.5509996,109,0,-0.45463562,9.54736328,2.68952942,0.0304895,718.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:30 EST 2018,12:29.7,-85.6687241,38.20831077,0,4.5509996,109,0,-0.69630432,9.58085632,2.85702515,0.03173674,713.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:31 EST 2018,12:30.7,-85.66872457,38.20830858,0,4.5509996,108,0,-0.35414124,9.58564758,2.65603638,0.03358907,709.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:32 EST 2018,12:31.7,-85.66872493,38.20830744,0,4.5509996,108,0,-0.65084839,9.43490601,3.03649902,0.02921436,722.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:33 EST 2018,12:32.7,-85.66872486,38.20830612,0,4.5509996,109,0,-0.81834412,9.40379333,3.35952759,0.02963347,716.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:34 EST 2018,12:33.7,-85.66872188,38.20830496,0,4.5509996,108,0,-0.57905579,9.33201599,3.46958923,0.02972647,711.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:35 EST 2018,12:34.7,-85.66871712,38.20830253,0,4.5509996,109,0,-0.84466553,9.40858459,3.28533936,0.03851253,710.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:36 EST 2018,12:35.7,-85.66871468,38.20830084,0,4.5509996,109,0,-0.50010681,9.27218628,3.64904785,0.02983072,717,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:37 EST 2018,12:36.7,-85.66871326,38.20830038,0,4.5509996,109,0,-0.30627441,9.20518494,3.51266479,0.03031445,713,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:38 EST 2018,12:37.7,-85.6687121,38.20829953,0,4.5509996,109,0,-0.39482117,9.29371643,3.46481323,0.03101882,705,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:39 EST 2018,12:38.7,-85.66870941,38.20830153,0,4.5509996,109,0,-0.24645996,9.11665344,3.53659058,0.01611477,713.25,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:40 EST 2018,12:39.7,-85.66870689,38.20830423,0,4.5509996,110,0,-0.18185425,9.11665344,3.18244934,0.03091004,723.75,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:41 EST 2018,12:40.7,-85.66870613,38.20830617,0,4.5509996,110,0,-0.59580994,9.19322205,3.50309753,0.03101572,716,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:42 EST 2018,12:41.7,-85.66870635,38.20830762,0,4.5509996,110,0,-0.36849976,9.164505,3.40258789,0.03322932,711.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:43 EST 2018,12:42.7,-85.66870887,38.2083088,0,4.5509996,110,0,-0.46180725,9.72921753,2.7469635,0.05061215,721.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
Thu Jan 11 19:12:44 EST 2018,12:43.7,-85.66871046,38.20831085,0,4.5509996,109,0,-0.85423279,9.61436462,2.97666931,0.03040918,720.5,0,#DIV/0!,#N/A,#N/A,#N/A,,
